Cluster ID,Size,Keywords,Dominant Sign,IDS,Representative Example,Full Text
61,2,"parts, emerge, drawer, wholeness, achieve",taurus (50.0%),"3030, 12121",Your health practices are a wonderful way to reconnect with lost parts of yourself. The meticulous c...,"Your health practices are a wonderful way to re-connect with lost parts of yourself. The meticulous child who rearranged their sock drawer every Saturday might re-emerge as you wash up after cooking a nutritious meal; the bouncing little gymnast who had the energy of a puppy may float across your mind as you near the park for a run. As your practice strengthens, remember to gently embrace the parts of you that emerge. It is through acceptance, not judgment, that we achieve wholeness. Your health practices are a wonderful way to reconnect with lost parts of yourself. The meticulous child who arranged her sock drawer every Saturday might reemerge as you wash up after cooking a nutritious meal; the bounding little gymnast who had the energy of a puppy may float across your mind each time you roll out your yoga mat. As your practice strengthens, remember to embrace gently the parts of you that emerge. It is through acceptance, not judgment, that we achieve wholeness."
62,2,"decisions, powers, witness, wisely, occasions",taurus (50.0%),"3124, 6604","With the current astral energy at play, you will certainly witness frequent occasions where your jud...","With the current astral energy at play, you will certainly witness frequent occasions where your judgment will be tested. This is a time of determination for you, and in no area of your life is it more important to make good decisions than when it comes to your health. There is no telling what the future holds, but you can prepare yourself by taking steps to enhance your wellness: we make daily decisions about our diet, rest, and exercise. Use your powers wisely! With the current astral energy at play, you will certainly witness frequent occasions where your judgment will be tested. This is a time of determination for you, and in no area of your life is it more important to make good decisions than when it comes to your health. There is no telling what the future holds, but you can prepare yourself by taking steps to enhance your wellness: we make daily decisions about our diet, rest, and exercise. Use your powers wisely!"
63,2,"passionate, probably, protect, practicing, stronger",taurus (50.0%),"3212, 4952",You probably feel like playing these days - and play is something you happen to excel at. It is alre...,"You probably feel like playing these days - and play is something you happen to excel at. It is already common knowledge that you are a passionate being, and today's astral configuration brings out that passionate energy even stronger. Practicing safe sex is probably one of the biggest health concerns out there. Protect yourself and your partner, so that you can stay ""negative"" - and have a great time doing it! You probably feel like playing these days - and play is something you happen to excel at. It is already common knowledge that you are a passionate being, and today's astral configuration brings out that passionate energy even stronger. Practicing safe sex is probably one of the biggest health concerns out there. Protect yourself and your partner, so that you can stay ""negative"" - and have a great time doing it!"
64,2,"relationships, abides, recently, smart, responsibility",taurus (50.0%),"3221, 8441",You have become more health-conscious recently! There is an intense love of relationships and connec...,"You have become more health-conscious recently! There is an intense love of relationships and connection that abides within all of our souls, and this is a wonderful time to define what that means to you. Without relationships, our lives would be somewhat empty. How can you improve what you give to your relationships? The smart thing to do would be to take care of your own needs as best you can: diet, exercise and rest are your responsibility. Everything follows from here. You have become more health-conscious recently! There is an intense love of relationships and connection that abides within all of our souls, and this is a wonderful time to define what that means to you. Without relationships, our lives would be somewhat empty. How can you improve what you give to your relationships? The smart thing to do would be to take care of your own needs as best you can: diet, exercise and rest are your responsibility. Everything follows from here."
65,2,"feeling, confused, confusion, select, frustration",taurus (50.0%),"3239, 4979","Today's planetary movement has a way of making you feel a bit frustrated, and there is a good deal o...","Today's planetary movement has a way of making you feel a bit frustrated, and there is a good deal of that frustrating energy currently available. While you appreciate mystery and can roll will ambiguity, the sense of confusion you may be sensing right now can be creating tension for you. If you're feeling confused and need a break from it, it's highly recommended that you select a session on a yoga app, take a hot bath or both. Don't let this feeling of frustration go untended; it can have a snowball effect on your health. Today's planetary movement has a way of making you feel a bit frustrated, and there is a good deal of that frustrating energy currently available. While you appreciate mystery and can roll will ambiguity, the sense of confusion you may be sensing right now can be creating tension for you. If you're feeling confused and need a break from it, it's highly recommended that you select a session on a yoga app, take a hot bath or both. Don't let this feeling of frustration go untended; it can have a snowball effect on your health."
66,2,"want, judgmental, successfully, watching, looks",taurus (50.0%),"3267, 5007",Watching your behavior too closely can result in a judgmental inner critic that won't help you get w...,Watching your behavior too closely can result in a judgmental inner critic that won't help you get where you want to go. Make a broad plan of what you want to do for your health in the coming weeks. Concentrate on what you want to eat and what you want to avoid eating. Focus on the time it will take to successfully integrate a few hours of exercise each week. With foresight and planning you may realize that it's not as hard as it looks. Watching your behavior too closely can result in a judgmental inner critic that won't help you get where you want to go. Make a broad plan of what you want to do for your health in the coming weeks. Concentrate on what you want to eat and what you want to avoid eating. Focus on the time it will take to successfully integrate a few hours of exercise each week. With foresight and planning you may realize that it's not as hard as it looks.
67,2,"doing, taking, need, stretches, sustenance",taurus (50.0%),"3275, 8495",Your sixth sense may feel like it's on strike today. You may need to take the day to re-charge your ...,"Your sixth sense may feel like it's on strike today. You may need to take the day to re-charge your batteries, something you don't do nearly enough of! I suggest taking yourself to the floor. You need the assurance of good solid ground beneath you, holding you up and taking in all your weight. Doing yoga or just doing some nice long stretches in your own home will ease your body and give you the sustenance you so often go without. It's recommended to eat something hearty today. Your sixth sense may feel like it's on strike today. You may need to take the day to re-charge your batteries, something you don't do nearly enough of! I suggest taking yourself to the floor. You need the assurance of good solid ground beneath you, holding you up and taking in all your weight. Doing yoga or just doing some nice long stretches in your own home will ease your body and give you the sustenance you so often go without. It's recommended to eat something hearty today."
68,2,"feeling, steadier, pat, sapping, disconcerting",taurus (50.0%),"3276, 8496","You are feeling a bit better today. Things are steadier, emotionally speaking. For once, you don't f...","You are feeling a bit better today. Things are steadier, emotionally speaking. For once, you don't feel like others around you are sapping all your energy. And yet this is also disconcerting because you like the feeling of being needed. You might benefit from turning the focus on yourself! Do for yourself what you do for others so well. Set a small goal, such as preparing a nice dinner or taking a brisk walk, and once you've done it, give yourself a little pat on the back. You are feeling a bit better today. Things are steadier, emotionally speaking. For once, you don't feel like others around you are sapping all your energy. And yet this is also disconcerting because you like the feeling of being needed. You might benefit from turning the focus on yourself! Do for yourself what you do for others so well. Set a small goal, such as preparing a nice dinner or taking a brisk walk, and once you've done it, give yourself a little pat on the back."
69,2,"resist, resistance, suit, colds, suspend",gemini (50.0%),"4764, 21504","Resistance is something you possess in spades. You are quite resistant to colds, are able to work de...","Resistance is something you possess in spades. You are quite resistant to colds, are able to work despite distractions, and you easily resist temptation. When you find resistance in yourself, however, your tendency is to back away and pretend it isn't there. If you find yourself resisting the health practices you identified days ago, the first thing to do is suspend judgment. With an open mind, go back to your list and find other options that suit you better. Resist discouragement! Resistance is something you possess in spades. You are quite resistant to colds, are able to work despite distractions, and you easily resist temptation. When you find resistance in yourself, however, your tendency is to back away and pretend it isn't there. If you find yourself resisting the health practices you identified days ago, the first thing to do is suspend judgment. With an open mind, go back to your list and find other options that suit you better. Resist discouragement!"
70,2,"clarify, punishing, eroticize, titillation, irrelevant",gemini (50.0%),"4781, 21521","Give in to your gentle side today. Where there is a tendency to eroticize, look further into your bo...","Give in to your gentle side today. Where there is a tendency to eroticize, look further into your body and find the true need beneath the surface titillation. The astral energy is helping you address your needs. Do not be afraid to make changes that seem ""irrelevant"": if you don't like your fitness app, or you can't stand the gym where you belong, make a change! Things like this are best to clarify and act upon now, so that you don't end up punishing yourself in the long run. Give in to your gentle side today. Where there is a tendency to eroticize, look further into your body and find the true need beneath the surface titillation. The astral energy is helping you address your needs. Do not be afraid to make changes that seem ""irrelevant"": if you don't like your fitness app, or you can't stand the gym where you belong, make a change! Things like this are best to clarify and act upon now, so that you don't end up punishing yourself in the long run."
71,2,"awareness, thinking, aspect, experiences, heighten",gemini (50.0%),"4801, 17670",Today's planetary energy assists you in exploratory thinking. The ability to recall early experience...,"Today's planetary energy assists you in exploratory thinking. The ability to recall early experiences or to examine body issues is enhanced by your critical thinking capacity. This aspect enhances our deepest emotions and registers every compliment and insult. Therefore, use this aspect to heighten your awareness of your body. A challenging yoga session will focus your mind and create space for new awareness to emerge. Don't push yourself but stay on top of this exercise. Today's aspect at play gives you a leg up in exploratory thinking. The ability to recall early experiences or to examine body issues will be enhanced. Try to use this aspect to heighten your awareness of your body. A challenging yoga workout will focus your mind and create space for new awareness to emerge. Don't push yourself but stay on top of the exercise. Accept any resurfacing memories or new self-knowledge without placing judgement."
72,2,"talk, hurt, frame, desirable, deserve",gemini (50.0%),"4835, 21575",Today's transit gives you the chutzpa you need to get what you deserve! If you're carrying around th...,"Today's transit gives you the chutzpa you need to get what you deserve! If you're carrying around the feeling that you don't have what you want in your life, today is the day to say something to someone who can give it to you, or talk to yourself about what you can do to get it. You may be considering a move of some kind. It can't hurt to do a little research on what it would take to make that happen in a desirable time frame. Today's transit gives you the chutzpa you need to get what you deserve! If you're carrying around the feeling that you don't have what you want in your life, today is the day to say something to someone who can give it to you, or talk to yourself about what you can do to get it. You may be considering a move of some kind. It can't hurt to do a little research on what it would take to make that happen in a desirable time frame."
73,2,"romance, stream, throwing, movie, game",gemini (50.0%),"4836, 21576","It's a splendid day for romance! You are normally so even and detached, but today is right for throw...","It's a splendid day for romance! You are normally so even and detached, but today is right for throwing all cares to the wind and expressing your deepest feelings about anything and everything. This, of course, can be accomplished in many ways. Take your dog outside and play a passionate game of fetch! Or stream your favorite movie and take your lover's hand in the dark. If you can think of something better - do it! You're not going to lose. It's a splendid day for romance! You are normally so even and detached, but today is right for throwing all cares to the wind and expressing your deepest feelings about anything and everything. This, of course, can be accomplished in many ways. Take your dog outside and play a passionate game of fetch! Or stream your favorite movie and take your lover's hand in the dark. If you can think of something better - do it! You're not going to lose."
74,2,"want, invasive, shui, text, cookbook",gemini (50.0%),"4860, 13951",The aspect at play reminds you that your future starts today. This is a good time to ask yourself: w...,"The aspect at play reminds you that your future starts today. This is a good time to ask yourself: what do you want for your health? Do you want to ignore your body until invasive medical measures are required? Or do you want to have an informed, delightful experience of nurturing your body and your mind in a more preventive fashion? If you prefer the latter, maybe it's time to invest in an informative text: a healthy cookbook, a holistic hygiene reference, or a book on feng shui. Your future starts today. A clear pathway is open to you so ask yourself: what do you want for your health? Do you want to ignore your body until invasive medical measures are required? Or do you want to have an informed, delightful experience of nurturing your body and your mind in a preventative fashion? If you prefer the latter, maybe it's time to invest in your choice of text: a healthy cookbook, a holistic hygiene reference, or a book on feng shui."
75,2,"relationships, sphere, tend, extend, definitely",gemini (50.0%),"4954, 8434",You will tend to be more open with your feelings with today's planetary alignment. This is a positiv...,"You will tend to be more open with your feelings with today's planetary alignment. This is a positive time for you, when you collect new information from above and re-position yourself in the world. Take the opportunity to check in with yourself and establish your health goals for the coming year. With today's transit, you are able to extend your social sphere of healthy relationships. Definitely consider relationships as part of your overall health and wellness! You will tend to be more open with your feelings with today's planetary alignment. This is a positive time for you, when you collect new information from above and re-position yourself in the world. Take the opportunity to check in with yourself and establish your health goals for the coming year. With today's transit, you are able to extend your social sphere of healthy relationships. Definitely consider relationships as part of your overall health and wellness!"
76,2,"power, smell, nod, unlikely, periods",gemini (50.0%),"5034, 10254","Today you will feel that power is there for the taking. Thus, you are unlikely to give so much as a ...","Today you will feel that power is there for the taking. Thus, you are unlikely to give so much as a nod to the effects of some of the more subtle planetary aspects, even if they last for long periods of time. However, the current planetary configuration is not to be ignored. It's time to wake up and smell the green tea! If you do not listen to your body and respect its wishes, all the power in the world won't be able to keep you from suffering the consequences. Today you will feel that power is there for the taking. Thus, you are unlikely to give so much as a nod to the effects of some of the more subtle planetary aspects, even if they last for long periods of time. However, the current planetary configuration is not to be ignored. It's time to wake up and smell the green tea! If you do not listen to your body and respect its wishes, all the power in the world won't be able to keep you from suffering the consequences."
77,2,"liver, helps, pay, attention, important",gemini (50.0%),"5042, 6782","We all need to pay attention to our liver, as it helps us in that all-important digestive process. C...","We all need to pay attention to our liver, as it helps us in that all-important digestive process. Cleansing the liver is important in other respects, as well. A healthy liver helps clean our blood and eliminate toxins from our bodies. Did you know that the liver is your body's largest vital organ? Size matters here, so pay attention! Beets are a natural liver cleanser, and can be prepared in many delicious ways, and vinegar and lemon help stimulate the liver. Also, be respectful of your body when consuming alcohol. We all need to pay attention to our liver, as it helps us in that all-important digestive process. Cleansing the liver is important in other respects, as well. A healthy liver helps clean our blood and eliminate toxins from our bodies. Did you know that the liver is your body's largest vital organ? Size matters here, so pay attention! Beets are a natural liver cleanser, and can be prepared in many delicious ways, and vinegar and lemon help stimulate the liver. Also, be respectful of your body when consuming alcohol."
78,2,"allergic, praise, impressed, opening, cheating",gemini (50.0%),"5051, 10271","You enjoy the praise of many, but you are quite often almost allergic to criticism (probably because...","You enjoy the praise of many, but you are quite often almost allergic to criticism (probably because you receive so little of it!). People are impressed by your high energy level and your ability to get things done. Try opening yourself up to areas you need to learn about. How are you in the healthy diet department? Are you focused more on maintaining weight levels than what's really going on under the surface? This is known as ""cheating"" on your health, and there are consequences! You enjoy the praise of many, but you are quite often almost allergic to criticism (probably because you receive so little of it!). People are impressed by your high energy level and your ability to get things done. Try opening yourself up to areas you need to learn about. How are you in the healthy diet department? Are you focused more on maintaining weight levels than what's really going on under the surface? This is known as ""cheating"" on your health, and there are consequences!"
79,2,"way, number, online, shape, opportunities",gemini (50.0%),"5069, 6809",Make yourself available to get the maximum benefit out of healthy opportunities that will be coming ...,Make yourself available to get the maximum benefit out of healthy opportunities that will be coming your way. Be on the lookout for invitations to online groups that are centered around holistic wellness. Try to shape your life in a way that lets you gradually increase the number of activities you engage in that have a positive effect on your health. Make yourself available to get the maximum benefit out of healthy opportunities that will be coming your way. Be on the lookout for invitations to online groups that are centered around holistic wellness. Try to shape your life in a way that lets you gradually increase the number of activities you engage in that have a positive effect on your health.
80,2,"sky, harmoniously, cloud, works, reason",gemini (50.0%),"5097, 6837",Today's aspect works harmoniously to bring you a warm sense of wellbeing. There is not a cloud in th...,Today's aspect works harmoniously to bring you a warm sense of wellbeing. There is not a cloud in the sky unless you encounter someone else not having such a great day! Focus on this energy and keep to yourself and apply this energy where it is most needed: your health. Listen to your body and give it what it truly needs. There is no reason you can't feel this way every day with a little attention. Today's aspect works harmoniously to bring you a warm sense of wellbeing. There is not a cloud in the sky unless you encounter someone else not having such a great day! Focus on this energy and keep to yourself and apply this energy where it is most needed: your health. Listen to your body and give it what it truly needs. There is no reason you can't feel this way every day with a little attention.
81,2,"ve, whispers, message, bones, wisdom",gemini (50.0%),"5105, 10325","Today it's all about your diet, and I'm not referring to weight! Give yourself what you've been crav...","Today it's all about your diet, and I'm not referring to weight! Give yourself what you've been craving; we often crave what our bodies need. It's important to listen to your body, especially when you drive yourself as hard as you do. Iron, calcium and Vitamin A could be good for you right now. Whatever it is you've been thinking about is probably a message from your bones or your skin. If you can't think of anything, bear in mind this bit of wisdom and start listening to your body's dietary whispers! Today it's all about your diet, and I'm not referring to weight! Give yourself what you've been craving; we often crave what our bodies need. It's important to listen to your body, especially when you drive yourself as hard as you do. Iron, calcium and Vitamin A could be good for you right now. Whatever it is you've been thinking about is probably a message from your bones or your skin. If you can't think of anything, bear in mind this bit of wisdom and start listening to your body's dietary whispers!"
82,2,"discipline, positive, glimpse, adhering, ought",gemini (50.0%),"5106, 10326","All your hard work will pay off eventually, and today you get a glimpse of the reward! The disciplin...","All your hard work will pay off eventually, and today you get a glimpse of the reward! The discipline you have been adhering to in terms of your physical fitness routine ought to show you some positive results. But mostly it's an inner satisfaction you feel. Discipline helps keep you poised for inspiration. Today you may find the wind is at your back. Don't sit down for a breather but do enjoy the fresh gust of positive reinforcement! All your hard work will pay off eventually, and today you get a glimpse of the reward! The discipline you have been adhering to in terms of your physical fitness routine ought to show you some positive results. But mostly it's an inner satisfaction you feel. Discipline helps keep you poised for inspiration. Today you may find the wind is at your back. Don't sit down for a breather but do enjoy the fresh gust of positive reinforcement!"
83,2,"change, attitude, seeking, syndrome, forward",cancer (50.0%),"6690, 15781",Giving yourself the benefit of the doubt is critical if you are indeed seeking to change your health...,"When seeking to change your health habits for the better, remember that giving yourself the benefit of the doubt is critical. It's not easy changing old patterns! Real change a day by day effort and takes time. If you are feeling the ""one step forward to two steps back"" syndrome, lighten up a little and focus on the positive. When it comes to your health, your basic attitude is what matters the most. Try to keep this in mind. Giving yourself the benefit of the doubt is critical if you are indeed seeking to change your health habits for the better. It's hard to change old patterns! It's a day-by-day effort, and real change takes time. If you feel the ""one step forward to two steps back"" syndrome, lighten up a little bit and focus on the positive. When it comes to health, your basic attitude is what matters most. Keep that in mind."
84,2,"aided, sites, facilitates, fluent, accessible",cancer (50.0%),"6784, 10264","Do you know where you stand? ""Taking stock"" is aided by the planetary alignment, which facilitates t...","Do you know where you stand? ""Taking stock"" is aided by the planetary alignment, which facilitates the asking of necessary critical questions. Are you where you want to be in terms of your overall strength and fitness levels? Are you as fluent in dietary matters as you need to be to take good care of yourself? A book on holistic health might be a good idea, or you could check the new magazines on the rack at your health food store. Or look up some interesting sites on the internet. The information is there and easily accessible. Do you know where you stand? ""Taking stock"" is aided by the planetary alignment, which facilitates the asking of necessary critical questions. Are you where you want to be in terms of your overall strength and fitness levels? Are you as fluent in dietary matters as you need to be to take good care of yourself? A book on holistic health might be a good idea, or you could check the new magazines on the rack at your health food store. Or look up some interesting sites on the internet. The information is there and easily accessible."
85,2,"mind, bite, irritable, isolate, mail",cancer (50.0%),"6864, 12084","If you miss sleep or skip meals, you are likely to say things you regret. Keep this in mind today. B...","If you miss sleep or skip meals, you are likely to say things you regret. Keep this in mind today. Bite that tongue, turn those words into thoughts, and let it go. Isolate yourself in a comfortable way. Recognizing when we don't want to be around people is very important. Your own mind has oodles of information to give you if you will listen. Feeling irritable is a sign that ""you have mail."" A breathing or yoga session at home highly recommended. If you miss sleep or skip meals, you are likely to say things you regret. Keep this in mind today. Bite that tongue, turn those words into thoughts, and let it go. Isolate yourself in a comfortable way. Recognizing when we don't want to be around people is very important. Your own mind has oodles of information to give you if you will listen. Feeling irritable is a sign that ""you have mail."" A breathing or yoga session at home highly recommended."
86,2,"working, edge, equilibrium, setting, forefront",cancer (50.0%),"6872, 8612",The astral energy at play brings balance to the forefront. You may find yourself questioning the equ...,"The astral energy at play brings balance to the forefront. You may find yourself questioning the equilibrium of your work and private life. Being aware of your real goals and desires and setting appropriate boundaries could be issues. Take the situation of working out, for example. You must stick to your set routine of exercises, while also making sure that you are working at the edge of your capacity. When you keep your head down and don't look up, you lose crucial ground. The astral energy at play brings balance to the forefront. You may find yourself questioning the equilibrium of your work and private life. Being aware of your real goals and desires and setting appropriate boundaries could be issues. Take the situation of working out, for example. You must stick to your set routine of exercises, while also making sure that you are working at the edge of your capacity. When you keep your head down and don't look up, you lose crucial ground."
87,2,"express, overlooked, feelings, way, club",cancer (50.0%),"6881, 12101","Giving to others is something you enjoy doing because it's a way to express your intuitive nature, w...","Giving to others is something you enjoy doing because it's a way to express your intuitive nature, which can sometimes get overlooked. You are a sensitive person, and getting your needs met can go overlooked as well, unless you have very old friends who've known you for a while! You need to learn to put your feelings into words. Be on the lookout for ways to express your feelings and to be heard. A virtual book club is a fun and social way to express your emotional response to literature and could be a good place to start. Giving to others is something you enjoy doing because it's a way to express your intuitive nature, which can sometimes get overlooked. You are a sensitive person, and getting your needs met can go overlooked as well, unless you have very old friends who've known you for a while! You need to learn to put your feelings into words. Be on the lookout for ways to express your feelings and to be heard. A virtual book club is a fun and social way to express your emotional response to literature and could be a good place to start."
88,2,"mild, static, twice, soul, period",cancer (50.0%),"6899, 8639",You may feel inclined to think twice during today's favorable transit. Remember that your emotions a...,"You may feel inclined to think twice during today's favorable transit. Remember that your emotions are not a static part of life, and no one should expect them to be. You don't always know what you want to do, and that's perfectly OK. Do not be rushed during this period of mild insecurity, for you hate to be misled! Instead, take the time to deliberately slow down your thinking process. Yoga or mediation are great ways to soothe your body, mind, and soul. You may feel inclined to think twice during today's favorable transit. Remember that your emotions are not a static part of life, and no one should expect them to be. You don't always know what you want to do, and that's perfectly OK. Do not be rushed during this period of mild insecurity, for you hate to be misled! Instead, take the time to deliberately slow down your thinking process. Yoga or mediation are great ways to soothe your body, mind, and soul."
89,2,"pride, eye, meets, flush, purification",cancer (50.0%),"6927, 8667",A favorable transit makes things easy for you today. There is a pleasant feeling of luck in the air....,"A favorable transit makes things easy for you today. There is a pleasant feeling of luck in the air. To help play your cards right, drink a lot of water and bring some of this purification energy down to your liver. There is more to your health than meets the eye! Continue to flush your system this week and exercise as much as you can. Be aware that you are releasing toxins from your system. This is a powerful act - take pride! A favorable transit makes things easy for you today. There is a pleasant feeling of luck in the air. To help play your cards right, drink a lot of water and bring some of this purification energy down to your liver. There is more to your health than meets the eye! Continue to flush your system this week and exercise as much as you can. Be aware that you are releasing toxins from your system. This is a powerful act - take pride!"
90,2,"day, months, great, visions, laps",cancer (50.0%),"6935, 12155",This is a great day to assert your dreams and visions. If you would like to see yourself a little bi...,"This is a great day to assert your dreams and visions. If you would like to see yourself a little bit healthier in two months' time, today is a great day to swim a few extra laps or run up that hill two times. If you see yourself as more of a social animal than you were over the last six months, today is a great day to check out a dating app (I know - go crazy!) or surprise yourself in some other way. It's a fun day, a day to get started on things, and most of all a day to express yourself as you want to be! This is a great day to assert your dreams and visions. If you would like to see yourself a little bit healthier in two months' time, today is a great day to swim a few extra laps or run up that hill two times. If you see yourself as more of a social animal than you were over the last six months, today is a great day to check out a dating app (I know - go crazy!) or surprise yourself in some other way. It's a fun day, a day to get started on things, and most of all a day to express yourself as you want to be!"
91,2,"friends, feel, fuzzy, invite, unusually",cancer (50.0%),"6936, 12156","Things don't normally feel this warm and fuzzy to you. It's an unusually emotional day, and you may ...","Things don't normally feel this warm and fuzzy to you. It's an unusually emotional day, and you may feel especially appreciative of your friends. Share this feeling, but also include your needs. If possible, invite a friend to take a brisk walk with you and make a salad for the two of you to enjoy afterwards. Keep your energy in mind today, and resist eating heavy foods or drinking alcohol. It's important to feel the love of your friends in the context of doing what's right for you. Things don't normally feel this warm and fuzzy to you. It's an unusually emotional day, and you may feel especially appreciative of your friends. Share this feeling, but also include your needs. If possible, invite a friend to take a brisk walk with you and make a salad for the two of you to enjoy afterwards. Keep your energy in mind today, and resist eating heavy foods or drinking alcohol. It's important to feel the love of your friends in the context of doing what's right for you."
92,2,"important, reminded, unconscious, risky, overdo",leo (50.0%),"8614, 12094","You sometimes like to do things alone, but it's important to be aware not to overdo this. Isolation ...","You sometimes like to do things alone, but it's important to be aware not to overdo this. Isolation can be risky. It's important to involve friends and family in your life whenever possible so that you get the necessary perspective on how you're living. When you look great, don't you want someone to tell you? When you need a haircut, isn't it kind of cool to be reminded by someone who cares? Be careful not to cut yourself off from important sources of love and support - it's an unconscious act for some of you. You sometimes like to do things alone, but it's important to be aware not to overdo this. Isolation can be risky. It's important to involve friends and family in your life whenever possible so that you get the necessary perspective on how you're living. When you look great, don't you want someone to tell you? When you need a haircut, isn't it kind of cool to be reminded by someone who cares? Be careful not to cut yourself off from important sources of love and support - it's an unconscious act for some of you."
93,2,"caffeine, eyes, society, palette, cantaloupe",leo (50.0%),"8694, 13914","Some advice for your diet: avoid caffeine. It is a very prevalent drug in our society, but it may no...","Some advice for your diet: avoid caffeine. It is a very prevalent drug in our society, but it may not be right for you. Begin to open your mind and your palette to alternative substances, the most common being herbal infusions, especially green tea. The stress of caffeine on the eyes (vision) can adversely affect you. Also, include fresh fruits and vegetables that nourish your eyes: cantaloupe, cranberries, and blueberries. These delicious food sources certainly taste better than any medicine! Some advice for your diet: avoid caffeine. It is a very prevalent drug in our society, but it may not be right for you. Begin to open your mind and your palette to alternative substances, the most common being herbal infusions, especially green tea. The stress of caffeine on the eyes (vision) can adversely affect you. Also, include fresh fruits and vegetables that nourish your eyes: cantaloupe, cranberries, and blueberries. These delicious food sources certainly taste better than any medicine!"
94,2,"big, break, motivated, bold, inspired",leo (50.0%),"8702, 10442","With today's planetary alignment, you may be inspired to break down outdated habits and stagnant pat...","With today's planetary alignment, you may be inspired to break down outdated habits and stagnant patterns in order to move into the future with big, bold steps. You may be motivated to break down traditions deemed too difficult to take on. Have you ever felt like making radical changes in your health practices? A vegetarian diet? An earlier hour of waking up in the morning? Now would be a good time to try something big but start gradually. With today's planetary alignment, you may be inspired to break down outdated habits and stagnant patterns in order to move into the future with big, bold steps. You may be motivated to break down traditions deemed too difficult to take on. Have you ever felt like making radical changes in your health practices? A vegetarian diet? An earlier hour of waking up in the morning? Now would be a good time to try something big but start gradually."
95,2,"long, personal, time, swimming, complex",leo (50.0%),"8711, 13931",You generally need a lot personal time to sort out your complex feelings about the world. Try engagi...,"You generally need a lot personal time to sort out your complex feelings about the world. Try engaging in sports that can assist you in getting the most out of your personal time. Long distance running, swimming, hiking and mountain biking all require significant time commitment, which you can then put to good use inside your head. Healthy habits that meet your needs in combination are priceless. It's a long life, and you will enjoy yourself more, and have more to share with others! You generally need a lot personal time to sort out your complex feelings about the world. Try engaging in sports that can assist you in getting the most out of your personal time. Long distance running, swimming, hiking and mountain biking all require significant time commitment, which you can then put to good use inside your head. Healthy habits that meet your needs in combination are priceless. It's a long life, and you will enjoy yourself more, and have more to share with others!"
96,2,"aware, self, statements, leading, comforting",leo (50.0%),"8729, 10469","You often make statements that are more profound than you are aware of, leading people to expect mor...","You often make statements that are more profound than you are aware of, leading people to expect more from you than you realize. If you feel a little out of touch with yourself, take some time for self-care. Make yourself the healthiest or most comforting dinner you can with what you have on hand. Draw a hot bath and get to bed early with your favorite reading material. This will help you to know where you stand, and to re-establish the bond with yourself - thus making you more self-aware. You often make statements that are more profound than you are aware of, leading people to expect more from you than you realize. If you feel a little out of touch with yourself, take some time for self-care. Make yourself the healthiest or most comforting dinner you can with what you have on hand. Draw a hot bath and get to bed early with your favorite reading material. This will help you to know where you stand, and to re-establish the bond with yourself - thus making you more self-aware."
97,2,"big, quite, feel, people, replicate",leo (50.0%),"8757, 10497",The planets make a harmonious connection today. There is a big chance you will feel lighter than usu...,"The planets make a harmonious connection today. There is a big chance you will feel lighter than usual, and more easily engaged in other people's concerns than you normally feel is possible. People may respond quite positively to you, but don't forget to take care of yourself! Everyday counts when it comes to your health. Diet is a big part of your mood, so take note of what you feel like eating today. Maybe you can replicate it when you're not feeling quite as great! The planets make a harmonious connection today. There is a big chance you will feel lighter than usual, and more easily engaged in other people's concerns than you normally feel is possible. People may respond quite positively to you, but don't forget to take care of yourself! Everyday counts when it comes to your health. Diet is a big part of your mood, so take note of what you feel like eating today. Maybe you can replicate it when you're not feeling quite as great!"
98,2,"days, active, sleepy, catch, fog",leo (50.0%),"8765, 13985",Your intuition may be so strong today that you won't even catch the implications until a few days fr...,"Your intuition may be so strong today that you won't even catch the implications until a few days from now. That's not highly unusual for you, but you may feel a little bit sleepy as a result. This doesn't necessarily mean that you must have less energy than usual. It is absolutely important that you stay physically active when you have a few days of intense emotional ""fog."" If possible, take a walk during your lunch break. Anything you can do to add some physical momentum to this day will do you a world of good. Your intuition may be so strong today that you won't even catch the implications until a few days from now. That's not highly unusual for you, but you may feel a little bit sleepy as a result. This doesn't necessarily mean that you must have less energy than usual. It is absolutely important that you stay physically active when you have a few days of intense emotional ""fog."" If possible, take a walk during your lunch break. Anything you can do to add some physical momentum to this day will do you a world of good."
99,2,"night, remember, shots, factor, evening",leo (50.0%),"8766, 13986","This could be a night to remember! At the very least, it's a good night to have a really good time -...","This could be a night to remember! At the very least, it's a good night to have a really good time - whatever that means to you. You are feeling in your element today and you are calling the shots! Sit back and imagine your perfect day, afternoon, evening - and then go ahead and make it happen. Remember to factor in somewhere a release for your physical energy. It's important to stick to your basic routine, but the rest of the night is up to you. This could be a night to remember! At the very least, it's a good night to have a really good time - whatever that means to you. You are feeling in your element today and you are calling the shots! Sit back and imagine your perfect day, afternoon, evening - and then go ahead and make it happen. Remember to factor in somewhere a release for your physical energy. It's important to stick to your basic routine, but the rest of the night is up to you."
